id,neighbourhood,neighbourhood_cleansed,accommodates,price,number_of_reviews,review_scores_rating
2019052,"Milan, Lombardy, Italy",LODI - CORVETTO,2,$180.00,29,4.62
2045424,"Milan, Lombardy, Italy",PADOVA,1,,109,4.91
2050657,"Milan, MI, Italy",SARPI,2,$90.00,4,5.0
2058798,"Milan, Lombardy, Italy",BUENOS AIRES - VENEZIA,2,$195.00,2,5.0
2086660,"Milan, Lombardy, Italy",DUOMO,2,$83.00,336,4.8
2087391,"Milan, Lombardy, Italy",BUENOS AIRES - VENEZIA,1,$79.00,81,4.88
2095269,"Milan, Lombardy, Italy",SARPI,2,$144.00,110,4.81
2137508,"Milan, Lombardy, Italy",DUOMO,2,$280.00,19,4.89
2174955,"Milan, Lombardy, Italy",S. SIRO,4,"$1,000.00",8,5.0
2182896,,VILLAPIZZONE,4,$80.00,192,4.85
2198281,,ROGOREDO,2,$220.00,4,4.67
2200791,"Milan, Lombardy, Italy",BUENOS AIRES - VENEZIA,2,$104.00,48,4.89
2211908,"Milan, MI, Italy",ISOLA,2,$107.00,856,4.85
2213911,"Milan, Milano, Italy",XXII MARZO,2,$57.00,2,3.5
2220573,"Milan, Lombardy, Italy",BOVISA,2,$50.00,22,4.82
2221901,"Milan, Lombardy, Italy",WASHINGTON,1,$81.00,312,4.8
2230903,"Milan, Lombardy, Italy",TICINESE,2,$186.00,3,5.0
2235150,"Milan, Lombardy, Italy",GALLARATESE,4,$70.00,76,4.84
2236479,"Milan, Lombardy, Italy",BUENOS AIRES - VENEZIA,6,$166.00,306,4.88
2238808,,BUENOS AIRES - VENEZIA,2,$87.00,24,4.87
2239305,,MACIACHINI - MAGGIOLINA,2,$78.00,290,4.6
2254467,"Milan, Lombardy, Italy",CENTRALE,2,$80.00,60,4.8
2271642,"Milan, Lombardy, Italy",FARINI,1,$64.00,79,4.87
2286357,"Milan, Lombardy, Italy",GRECO,4,$54.00,45,4.33
2290704,"Milan, Lombardy, Italy",TICINESE,5,$187.00,22,4.71
2297327,"Milan, Lombardy, Italy",NAVIGLI,3,$94.00,20,4.47
2306717,"Milan, Milano, Italy",NAVIGLI,2,$107.00,184,4.9
2307462,"Milan, Lombardy, Italy",XXII MARZO,3,$104.00,118,4.75
2316631,"Milan, Lombardy, Italy",QT 8,4,$65.00,2,2.5
2320225,"Milan, Lombardy, Italy",SELINUNTE,4,$74.00,36,4.72
2328099,"Milan, Lombardy, Italy",STADERA,3,$57.00,9,4.67
2338277,"Milan, Lombardy, Italy",CITTA' STUDI,3,,59,4.9
2340706,,DUOMO,4,,22,4.14
2342528,"Milan, Lombardy, Italy",S. CRISTOFORO,4,$119.00,13,4.85
2358256,"Milan, Lombardy, Italy",CENTRALE,4,$176.00,76,4.82
2359060,"Milan, Lombardy, Italy",BUENOS AIRES - VENEZIA,2,$103.00,34,4.71
2359910,"Milan, Lombardy, Italy",DUOMO,2,,99,4.9
2378383,"Milan, Lombardy, Italy",GUASTALLA,4,$229.00,13,5.0
2388167,"Milan, Lombardy, Italy",GIAMBELLINO,5,$118.00,22,4.68
2389778,,BRERA,2,$144.00,109,4.81
2389898,"Milan, Lombardia, Italy",DUOMO,3,$109.00,969,4.78
2390094,"Milan, Lombardy, Italy",SARPI,2,$108.00,31,4.81
2398305,"Milan, Lombardy, Italy",PAGANO,3,$97.00,37,4.86
2403758,"Milan, Lombardy, Italy",SARPI,1,$70.00,127,4.78
2404439,,DUOMO,2,$225.00,7,4.71
2414561,"Milan, Lombardy, Italy",CITTA' STUDI,2,$60.00,42,4.62
2422568,"Milan, Lombardy, Italy",DUOMO,2,$99.00,721,4.86
2422949,"Milan, Lombardy, Italy",DE ANGELI - MONTE ROSA,4,$463.00,36,4.78
2439400,,BUENOS AIRES - VENEZIA,2,$50.00,342,4.18
2451549,"Milan, Lombardy, Italy",TICINESE,4,$111.00,172,4.91
2452486,"Milan, Lombardy, Italy",PORTA ROMANA,2,,39,4.62
2455491,"Milan, Lombardy, Italy",ISOLA,3,$45.00,21,4.86
2456830,"Milan, Lombardy, Italy",ISOLA,2,$74.00,288,4.91
2457168,"Milan, Lombardy, Italy",TICINESE,1,$85.00,1,5.0
2463030,"Milan, Lombardy, Italy",ISOLA,2,$50.00,212,4.86
2463140,"Milan, Lombardy, Italy",BUENOS AIRES - VENEZIA,2,$61.00,212,4.8
2464873,"Milan, Lombardy, Italy",BRERA,2,$99.00,27,4.89
2472992,,NIGUARDA - CA' GRANDA,2,$60.00,4,4.75
2475886,"Milan, Lombardy, Italy",RIPAMONTI,2,$86.00,7,4.14
2476691,"Milan, Lombardy, Italy",TICINESE,4,$96.00,430,4.73
2504597,"Milan, Lombardy, Italy",BANDE NERE,2,$119.00,33,5.0
2512379,"Milan, Lombardy, Italy",BUENOS AIRES - VENEZIA,2,$140.00,9,4.78
2512463,"Milan, Lombardy, Italy",LORETO,4,$122.00,39,4.72
2513889,"Milan, Lombardy, Italy",PORTA ROMANA,2,$95.00,0,
2519773,"Milan, Lombardy, Italy",PORTELLO,3,$144.00,42,4.95
2520677,,GARIBALDI REPUBBLICA,2,$139.00,90,4.89
2522382,"Milan, Lombardy, Italy",STADERA,4,$82.00,1,5.0
2528464,"Milan, Lombardy, Italy",S. CRISTOFORO,5,$180.00,10,4.78
2529505,"Milan, Mi, Italy",ISOLA,1,$51.00,53,4.75
2552137,"Milan, Lombardy, Italy",XXII MARZO,4,,9,4.67
2559304,"Milan, Lombardy, Italy",MACIACHINI - MAGGIOLINA,2,,151,4.87
2563561,"Milan, MI, Italy",BUENOS AIRES - VENEZIA,6,$180.00,193,4.7
2564321,"Milan, Lombardy, Italy",DUOMO,2,$289.00,3,4.0
2570309,,DE ANGELI - MONTE ROSA,4,$238.00,1,5.0
2572477,,S. CRISTOFORO,3,$150.00,29,4.93
2577434,,NAVIGLI,4,$53.00,0,
2585061,"Milan, Lombardy, Italy",NAVIGLI,3,,0,
2588594,"Milan, Lombardy, Italy",BUENOS AIRES - VENEZIA,2,,5,5.0
2598713,,BRERA,4,,72,4.43
2600990,,DUOMO,2,$126.00,560,4.62
2603003,"Milan, Lombardy, Italy",NAVIGLI,4,$161.00,174,4.84
2603822,"Milan, Lombardy, Italy",TICINESE,4,,23,4.77
2604973,"Milan, Lombardy, Italy",VIGENTINA,6,$363.00,32,4.81
2609905,"Milan, Lombardy, Italy",BRERA,6,$157.00,896,4.71
2610206,"Milan, Lombardy, Italy",S. CRISTOFORO,2,,49,4.71
2611923,"Milan, Lombardy, Italy",ISOLA,1,$84.00,61,4.92
2612924,"Milan, Lombardy, Italy",BUENOS AIRES - VENEZIA,2,$91.00,8,4.88
2623643,"Milan, Lombardy, Italy",BRERA,2,$111.00,4,5.0
2623961,"Milan, Lombardy, Italy",DUOMO,1,$192.00,3,5.0
2624857,"Milan, Lombardy, Italy",ISOLA,5,$138.00,667,4.91
2631910,"Milan, Lombardy, Italy",FARINI,1,$90.00,0,
2631976,"Milan, Lombardy, Italy",DERGANO,2,$135.00,5,5.0
2635348,"Milan, Lombardy, Italy",EX OM - MORIVIONE,4,$158.00,65,4.83
2643620,"Milan, Lombardy, Italy",GUASTALLA,2,$107.00,143,4.98
2645900,"Milan, Lombardy, Italy",PADOVA,3,$90.00,101,4.82
2646803,"Milan, Lombardy, Italy",FARINI,1,$32.00,66,4.77
2648363,"Milan, Lombardy, Italy",SARPI,4,$104.00,170,4.84
2648426,"Milan, Lombardy, Italy",NAVIGLI,2,$49.00,25,4.4
2649797,"Milan, Lombardy, Italy",TIBALDI,1,$48.00,61,4.75
2649847,"Milan, Lombardy, Italy",PADOVA,2,$90.00,15,5.0
2652191,"Milan, Lombardy, Italy",AFFORI,1,$67.00,121,4.84
