id,neighbourhood,neighbourhood_cleansed,accommodates,price,number_of_reviews,review_scores_rating
396870,,X Ostia/Acilia,3,$60.00,3,3.67
396871,,X Ostia/Acilia,3,$45.00,10,4.67
399381,"Rome, Lazio, Italy",I Centro Storico,5,$204.00,215,4.86
400826,"Rome, Lazio, Italy",III Monte Sacro,2,$68.00,3,5.0
402510,"Lido di Ostia, Lazio, Italy",X Ostia/Acilia,2,$200.00,0,
484000,"Rome, Lazio, Italy",XII Monte Verde,4,$100.00,8,4.14
484371,"Rome, Lazio, Italy",VIII Appia Antica,2,$56.00,158,4.74
490737,"Rome, Lazio, Italy",I Centro Storico,5,$125.00,355,4.74
493461,"Rome, Lazio, Italy",XIII Aurelia,7,$138.00,211,4.65
495127,"Rome, Lazio, Italy",XII Monte Verde,2,$110.00,280,4.51
498478,"Rome, Lazio, Italy",XII Monte Verde,2,,7,5.0
500154,,X Ostia/Acilia,5,$55.00,170,4.66
408154,"Rome, Lazio, Italy",VII San Giovanni/Cinecittà,3,$62.00,188,4.64
409020,"Rome, Italy",I Centro Storico,6,$405.00,172,4.76
409028,"Rome, Lazio, Italy",XI Arvalia/Portuense,2,$100.00,16,4.38
409226,"Rome, Lazio, Italy",XI Arvalia/Portuense,2,$67.00,59,4.71
409578,"Rome, Lazio, Italy",IX Eur,2,$87.00,11,4.64
409920,"Rome, Lazio, Italy",IX Eur,5,$106.00,40,4.9
410941,"Rome, Lazio, Italy",I Centro Storico,4,$101.00,478,4.8
411259,"Rome, Lazio, Italy",IX Eur,5,$106.00,30,4.77
500959,"Rome, Lazio, Italy",I Centro Storico,8,$133.00,46,4.76
501912,"Rome, Lazio, Italy",I Centro Storico,2,$117.00,519,4.91
504814,"Rome, Lazio, Italy",XII Monte Verde,2,$67.00,56,4.7
504821,"Rome, Lazio, Italy",XII Monte Verde,3,$67.00,102,4.84
510665,"Rome, Lazio, Italy",I Centro Storico,3,,46,4.78
512967,,II Parioli/Nomentano,1,,122,4.77
527124,,II Parioli/Nomentano,2,$130.00,56,4.52
527250,,I Centro Storico,5,$193.00,249,4.76
414211,"Rome, Lazio, Italy",XIII Aurelia,5,$95.00,92,4.74
414444,"Rome, Lazio, Italy",IX Eur,2,$92.00,28,4.86
415254,"Rome, Lazio, Italy",I Centro Storico,3,$315.00,196,4.68
415705,,I Centro Storico,5,$230.00,63,4.87
417824,"Rome, Lazio, Italy",I Centro Storico,2,$162.00,238,4.7
419871,"Rome, Lazio, Italy",I Centro Storico,3,$206.00,491,4.83
421145,"Rome, Lazio, Italy",XII Monte Verde,1,$47.00,188,4.68
422410,"Rome, Lazio, Italy",I Centro Storico,4,$137.00,203,4.81
527539,,I Centro Storico,2,$200.00,34,4.88
531710,"Rome, Lazio, Italy",IV Tiburtina,3,$69.00,540,4.92
532061,,I Centro Storico,2,$420.00,72,4.61
532077,"Rome, Lazio, Italy",I Centro Storico,2,$124.00,274,4.62
535946,"Rome, Lazio, Italy",I Centro Storico,3,$101.00,46,4.37
536190,"Rome, Lazio, Italy",VIII Appia Antica,4,$95.00,140,4.66
424531,"Rome, Lazio, Italy",I Centro Storico,4,$180.00,190,4.87
426237,,II Parioli/Nomentano,2,$89.00,127,4.56
426720,,II Parioli/Nomentano,2,$59.00,325,4.5
427190,"Rome, Lazio, Italy",VII San Giovanni/Cinecittà,4,$108.00,194,4.75
427481,"Rome, Lazio, Italy",I Centro Storico,2,$187.00,474,4.88
427944,,II Parioli/Nomentano,3,$143.00,8,4.83
428414,"Rome, Lazio, Italy",XIII Aurelia,12,$385.00,470,4.88
432720,"Rome, Lazio, Italy",VIII Appia Antica,2,$57.00,182,4.78
434341,"Rome, Lazio, Italy",XI Arvalia/Portuense,4,$71.00,97,4.51
539322,"Rome, Lazio, Italy",VII San Giovanni/Cinecittà,2,$60.00,455,4.9
539492,"Rome, Lazio, Italy",I Centro Storico,2,$100.00,106,4.78
541240,"Rome, Lazio, Italy",XI Arvalia/Portuense,2,$45.00,241,4.91
434512,"Rome, Lazio, Italy",I Centro Storico,2,$124.00,210,4.47
436111,"Rome, Lazio, Italy",I Centro Storico,4,$129.00,187,4.71
436480,,II Parioli/Nomentano,3,$98.00,63,4.6
437787,,II Parioli/Nomentano,2,$105.00,39,4.78
437852,"Rome, Lazio, Italy",I Centro Storico,5,$126.00,110,4.88
439098,,II Parioli/Nomentano,3,$149.00,26,4.84
440255,,XII Monte Verde,2,$97.00,5,4.6
443404,,I Centro Storico,4,$276.00,28,4.96
444469,"Rome, Lazio, Italy",XII Monte Verde,2,$108.00,16,4.81
541589,"Rome, Lazio, Italy",I Centro Storico,2,,543,4.87
542118,,II Parioli/Nomentano,2,$113.00,31,4.68
542420,"Rome, Lazio, Italy",I Centro Storico,2,$215.00,52,4.9
544843,,I Centro Storico,5,$258.00,222,4.73
546203,"Rome, Lazio, Italy",IV Tiburtina,5,$95.00,558,4.89
550400,"Rome, Lazio, Italy",XV Cassia/Flaminia,3,$97.00,13,4.85
553026,"Rome, Lazio, Italy",I Centro Storico,3,$126.00,423,4.51
445298,"Rome, Lazio, Italy",XII Monte Verde,3,$81.00,24,4.71
448362,"Rome, Lazio, Italy",XIII Aurelia,4,$190.00,44,4.73
451971,"Rome, Province of Rome, Italy",I Centro Storico,4,$416.00,87,4.71
452216,"Rome, Lazio, Italy",I Centro Storico,4,$162.00,478,4.84
456199,"Rome, Lazio, Italy",XII Monte Verde,2,$67.00,45,4.86
457241,"Rome, Lazio, Italy",III Monte Sacro,2,$130.00,23,4.87
457302,,XII Monte Verde,2,$76.00,266,4.75
458170,"Rome, Lazio, Italy",IX Eur,4,$96.00,20,4.9
553816,"Rome, Lazio, Italy",XIII Aurelia,1,$87.00,123,4.69
558620,"Rome, Lazio, Italy",XII Monte Verde,4,$145.00,13,4.54
